gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,16,,Month-to-month,116.47984083713757,1868.728073106432,Yes
Male,0,Yes,Yes,67,DSL,One year,60.804390908685235,4066.548169335652,No
Male,0,Yes,Yes,65,DSL,Month-to-month,65.81829669267009,4274.40558659782,No
Female,0,Yes,Yes,13,Fiber optic,Month-to-month,78.91213740451768,981.353498826402,Yes
Male,1,Yes,Yes,64,Fiber optic,One year,83.22173449777137,5327.963821132773,No
Male,0,No,Yes,61,DSL,One year,44.84004866724809,2738.2576689917423,No
Female,0,Yes,No,32,No,One year,21.59996804634722,697.7848166820347,No
Male,0,No,No,12,Fiber optic,Two year,94.61983826458993,1171.4916561352723,Yes
Female,0,Yes,Yes,41,,Month-to-month,73.34518397829186,2988.159863645559,Yes
Female,1,No,No,66,Fiber optic,Month-to-month,96.68617075101818,6393.481114683709,No
Female,0,Yes,No,8,DSL,Two year,49.778543929243845,406.5901689985175,No
Female,0,Yes,Yes,59,Fiber optic,Month-to-month,72.2310537445364,4273.014212400626,No
Male,0,Yes,No,25,DSL,Month-to-month,64.87879343628018,1614.2093950153721,No
Female,0,Yes,Yes,5,DSL,One year,56.806395894665926,303.11950318825836,No
Male,1,Yes,No,45,DSL,Two year,79.3741546726828,3553.6030992373085,No
Male,0,No,No,2,DSL,One year,71.19039541646771,130.63766851712978,Yes
Male,0,No,No,42,Fiber optic,One year,110.41814096366846,4632.931753864257,No
Male,1,No,No,38,Fiber optic,Month-to-month,70.61175114401983,2677.511106920758,No
Male,0,Yes,Yes,3,DSL,Month-to-month,71.11181331616228,222.67570882355238,No
Male,0,Yes,Yes,46,DSL,Two year,47.78453242701971,2204.595778049357,No
Male,0,Yes,No,22,Fiber optic,One year,99.28979361441529,2191.0964307168683,Yes
Male,0,No,Yes,33,DSL,Month-to-month,57.89686289262875,1943.6402484693094,Yes
Male,0,No,No,32,DSL,Month-to-month,62.8641540231072,2006.4546502168191,Yes
Male,1,No,No,17,Fiber optic,One year,76.67217647114981,1329.8326796841704,Yes
Female,0,No,Yes,56,Fiber optic,Month-to-month,92.84458407055732,5172.683606486839,No
Female,0,Yes,Yes,3,Fiber optic,One year,71.84723429758316,212.33462149933348,Yes
Female,1,Yes,Yes,70,Fiber optic,Month-to-month,72.04996740798154,5041.821740511747,No
Male,0,Yes,Yes,49,DSL,Month-to-month,66.30952523096279,3216.459794213666,No
Female,0,Yes,Yes,55,Fiber optic,One year,117.584918673609,6468.296190591866,No
Female,0,Yes,No,31,DSL,Month-to-month,71.09571674819132,2206.8622008569473,No
Female,1,Yes,No,21,DSL,Month-to-month,58.76623122283908,1249.0244641445006,No
Male,0,No,No,16,Fiber optic,Two year,72.79353700461864,1176.749713327772,No
Male,0,No,No,17,Fiber optic,One year,72.2510074728552,1196.3301718599164,Yes
Male,0,,Yes,1,DSL,Month-to-month,46.31569044432232,76.21425020613368,No
Male,0,No,Yes,72,DSL,Month-to-month,79.03242015736106,5678.77287617781,No
Female,0,Yes,Yes,65,Fiber optic,Month-to-month,89.93305332205816,5830.527661970896,No
Female,0,Yes,Yes,66,No,One year,36.08518229681613,2393.878493753196,No
Female,0,No,No,37,Fiber optic,Month-to-month,105.25712194742985,3915.7900582080347,Yes
Female,0,Yes,Yes,24,Fiber optic,Month-to-month,100.27143296080331,2394.711171819211,Yes
Male,1,Yes,No,62,Fiber optic,Month-to-month,117.39130558268708,7277.152238256751,No
Male,0,Yes,Yes,21,Fiber optic,Month-to-month,81.5205785309511,1734.7105456215372,Yes
Male,0,Yes,Yes,37,Fiber optic,Month-to-month,92.74448312345768,3408.280048271827,No
Female,0,Yes,Yes,35,DSL,Month-to-month,74.58891862698381,2540.6473767970665,Yes
Male,0,Yes,Yes,38,DSL,Two year,62.07045230568975,2372.120706349612,No
Male,0,Yes,Yes,53,Fiber optic,Two year,82.32225698130556,4385.954830857288,No
Female,0,No,No,15,DSL,Month-to-month,48.35665667369107,685.4915313100794,No
Female,0,Yes,No,42,DSL,One year,70.11524004169203,2944.3349840319943,No
Male,0,Yes,Yes,4,Fiber optic,One year,70.63944471260443,270.1067544067061,Yes
Male,0,Yes,Yes,39,DSL,Month-to-month,76.56768309611532,2989.3553764895455,Yes
Male,0,Yes,No,23,Fiber optic,Month-to-month,70.92089940576015,1579.4693111236454,No
Male,0,No,No,15,DSL,Month-to-month,65.23956187522816,946.9105132270722,Yes
Male,0,No,No,12,Fiber optic,One year,100.23739807210036,1214.0670241028706,Yes
Male,0,No,No,70,Fiber optic,One year,98.92055755273906,,No
Female,0,Yes,Yes,54,Fiber optic,Two year,93.71715254333778,5098.33913390985,No
Female,0,No,No,38,DSL,One year,74.09721330754445,2830.4078423221017,Yes
Female,0,No,Yes,28,Fiber optic,Two year,102.96664351452421,2858.990739568016,No
Male,0,Yes,No,19,Fiber optic,Two year,109.09311407496968,2090.7542331435147,Yes
Female,0,Yes,Yes,69,No,Two year,17.888045149479744,1276.985863638456,No
Male,0,Yes,Yes,64,Fiber optic,Month-to-month,72.49493187287212,4637.8687195237935,No
Male,0,No,Yes,4,Fiber optic,Month-to-month,,295.7758944213681,Yes
Female,1,No,No,10,DSL,One year,45.88823941894371,479.51691931981804,Yes
Male,0,Yes,Yes,12,No,One year,31.675197256360395,375.93183220595427,No
Male,1,No,No,69,No,Month-to-month,27.35054389352927,1834.3081638877977,Yes
Female,0,Yes,No,7,Fiber optic,Two year,107.61261280810355,767.1854969789646,Yes
Female,0,Yes,No,44,Fiber optic,Two year,79.58651683710538,3521.800668631235,Yes
Female,1,No,No,23,Fiber optic,One year,88.34815209852309,2068.586487724189,Yes
Male,0,No,No,2,DSL,Month-to-month,75.5399019419818,123.57379009092392,Yes
Female,0,Yes,Yes,37,No,Two year,38.39286365071334,1394.1844127663169,No
Female,0,Yes,Yes,69,Fiber optic,Month-to-month,116.08645774945859,7992.738631380731,Yes
Male,0,Yes,Yes,20,Fiber optic,Month-to-month,110.91525221003812,2214.107197099875,Yes
Female,0,Yes,Yes,44,Fiber optic,Two year,104.4117939298946,4607.578916856351,Yes
Female,0,No,Yes,70,No,One year,37.841947350686596,2620.9088072222626,No
Female,0,No,Yes,51,Fiber optic,Month-to-month,105.70907959163196,5414.894452484801,No
Male,0,No,No,31,DSL,Two year,78.15744994901975,2445.3509572916837,Yes
Male,1,Yes,Yes,41,Fiber optic,Month-to-month,71.23941660184443,2944.000402273452,No
Male,0,No,No,58,No,One year,38.041052147364425,2198.622984866303,Yes
Male,0,Yes,No,5,Fiber optic,One year,97.78702680696874,433.0597560250446,Yes
Female,0,No,No,33,No,Month-to-month,17.794943795511458,627.2651630889768,Yes
Male,0,No,No,43,Fiber optic,Month-to-month,80.74556348686474,3457.237033206421,No
Male,0,No,No,19,Fiber optic,Two year,112.60796419574568,2157.491701860988,Yes
Female,0,Yes,No,32,DSL,Month-to-month,60.244678193860636,1930.8717503662886,No
Female,0,Yes,No,3,DSL,Month-to-month,79.31270893980945,266.1564773430121,Yes
Female,0,Yes,No,1,,Month-to-month,75.87655547524855,,Yes
Male,0,No,No,41,Fiber optic,Month-to-month,,3717.351394670007,No
Male,1,Yes,No,48,Fiber optic,Two year,86.593722154038,4160.996441694579,No
Male,0,Yes,Yes,39,Fiber optic,Month-to-month,95.80677180324608,3746.9034714824597,Yes
Female,0,Yes,Yes,5,DSL,One year,65.33751275478875,295.8048577766838,No
Female,0,No,No,11,Fiber optic,Month-to-month,103.08147346908272,1180.7868637644133,Yes
Male,0,Yes,No,22,Fiber optic,Two year,70.0647939955889,1539.6585457871604,No
Female,1,No,No,64,DSL,One year,43.55841735126272,2802.115809649972,No
Female,0,No,Yes,12,Fiber optic,Month-to-month,71.75319168279759,898.9346583271237,Yes
Female,0,No,No,53,No,Two year,36.61497865995693,1940.3977156318147,No
Male,0,Yes,No,55,DSL,Month-to-month,52.53169012638622,2864.342108031236,No
Female,0,Yes,Yes,53,DSL,One year,54.682537675054576,2872.479121645031,No
Female,0,Yes,Yes,21,DSL,Two year,58.01484995786771,1207.068400586951,No
Male,0,Yes,No,19,DSL,One year,73.97217589014303,1413.805017061875,No
Male,1,Yes,Yes,69,Fiber optic,One year,70.70831304810675,4889.821438802371,No
Female,0,No,No,72,DSL,Month-to-month,44.74473097519402,3249.867190383211,No
Female,1,Yes,Yes,66,Fiber optic,Month-to-month,104.25815610704501,6842.622691842278,No
Male,0,No,No,59,DSL,Month-to-month,78.55570090830389,4640.328910904571,No
Male,0,Yes,Yes,49,Fiber optic,Two year,102.13932106485038,5020.218574914344,Yes
Female,0,No,Yes,59,DSL,Two year,50.44493873870093,2990.7051949690513,No
Female,0,No,No,23,No,Month-to-month,27.996610719665433,583.5005572050528,No
Female,0,No,Yes,3,Fiber optic,Month-to-month,118.7490237790717,346.94752956129895,Yes
Female,0,No,No,56,Fiber optic,Month-to-month,96.40382732838955,5418.957417580389,Yes
Male,0,No,Yes,58,Fiber optic,Month-to-month,88.67538148641012,5122.860714188059,No
Female,0,No,Yes,62,Fiber optic,Month-to-month,89.17127774193602,5498.961944604765,No
Female,0,Yes,Yes,18,Fiber optic,One year,118.35167542958654,2144.427640774622,Yes
Male,0,Yes,No,61,DSL,Two year,68.75666106926823,4201.6355217441815,No
Female,0,Yes,No,37,Fiber optic,One year,104.35864278110236,3867.03209064353,No
Male,0,Yes,Yes,54,DSL,One year,49.28217286762987,2645.079873125015,No
Female,0,Yes,No,65,Fiber optic,One year,97.97423188817872,6335.4584131748215,No
Female,0,Yes,Yes,14,No,One year,23.91862996305784,358.59688637189004,No
Male,1,Yes,No,5,No,Month-to-month,21.005038146348745,188.45973854380136,Yes
Male,0,Yes,Yes,62,DSL,Month-to-month,75.82209144056418,4660.464174507356,No
Female,0,Yes,No,1,DSL,Month-to-month,55.32623235050454,80.83202738477247,No
Female,1,No,No,63,DSL,One year,51.31148649885591,3228.343108959266,No
Female,0,Yes,No,67,DSL,Two year,77.26881586433473,5184.939555721167,No
Male,1,No,No,20,DSL,One year,47.89385585824502,956.383908937318,Yes
Female,0,Yes,No,43,DSL,Two year,69.8201913886609,3057.148619422459,No
Male,0,No,Yes,42,No,Month-to-month,31.31867861160657,1295.3334320780823,No
Male,0,No,Yes,69,Fiber optic,One year,116.02422141861427,7990.635109093883,No
Female,0,No,Yes,39,Fiber optic,Two year,111.6023568783639,4354.39638303275,Yes
Male,0,No,Yes,62,Fiber optic,One year,105.26476089698207,6540.601596711696,No
Female,0,Yes,No,48,Fiber optic,Two year,85.72858303485478,4148.3448573907735,No
Female,0,No,Yes,6,No,One year,27.38922528176373,176.62664105802693,Yes
Female,0,,No,42,Fiber optic,Month-to-month,117.22478806735899,4929.078495170691,No
Female,0,No,No,58,DSL,Month-to-month,40.92810522325974,2362.786202454811,No
Female,0,No,Yes,43,Fiber optic,One year,109.71659119100195,4730.6245754663705,Yes
Male,0,Yes,No,10,No,Two year,21.295258761346982,195.11359063193532,Yes
Male,0,No,No,39,DSL,Month-to-month,47.40067773175167,1853.6781280422088,Yes
Female,1,Yes,Yes,13,Fiber optic,One year,81.61123072111597,1055.4965767349938,Yes
Female,0,No,No,39,DSL,One year,42.390039659873885,1628.64752325318,No
Male,1,Yes,Yes,11,DSL,Month-to-month,79.67919297144671,915.4378997847854,No
Male,0,No,Yes,16,No,Month-to-month,36.74672858062863,563.4562618337739,Yes
Male,0,Yes,Yes,33,DSL,Month-to-month,60.842238745289094,1997.945388238047,No
Male,0,Yes,Yes,60,DSL,Month-to-month,68.60412714228367,4076.6247868066957,No
Female,0,No,Yes,59,DSL,Month-to-month,62.26381451694031,3669.3660025804447,No
Female,0,No,Yes,51,No,Month-to-month,35.28947361127081,1810.6025157361414,No
Male,0,No,No,15,DSL,Month-to-month,73.79060766228045,1084.191475594337,Yes
Female,0,Yes,Yes,43,Fiber optic,One year,81.63952140766007,3465.0235758464164,No
Male,0,Yes,Yes,27,DSL,One year,58.38991082600983,1567.151967978458,No
Female,0,No,No,56,Fiber optic,One year,101.74238670947855,5693.656241953801,No
Male,0,No,No,60,No,Month-to-month,39.461020765206875,2361.781578595553,No
Female,0,No,Yes,70,DSL,Two year,67.3075751638466,4751.160943191816,No
Male,0,Yes,No,47,DSL,Two year,75.90540042976629,3575.9271369775347,Yes
Male,0,No,No,8,DSL,Two year,73.84448203948351,597.1663790544205,No
Female,0,Yes,No,63,Fiber optic,Month-to-month,99.1031531839282,6251.747317649693,No
Male,0,Yes,Yes,7,,Two year,75.74621440247556,538.3130884643508,Yes
Female,0,Yes,No,2,DSL,One year,55.096869113009376,99.11411651034022,Yes
Female,0,Yes,Yes,17,DSL,Month-to-month,55.17134121793246,914.5234513248666,Yes
Male,0,No,Yes,4,DSL,Month-to-month,71.23862572970675,346.7391041557604,Yes
Female,0,Yes,Yes,26,DSL,One year,45.38174662540044,1176.2703495341057,No
Female,0,Yes,Yes,72,No,Month-to-month,22.645630436460472,1631.0260380582577,No
Female,1,Yes,Yes,69,No,Month-to-month,30.21431127183356,2085.9191688401506,No
Female,1,Yes,Yes,5,Fiber optic,Month-to-month,91.00327994334742,436.09146844985105,No
Female,0,No,No,5,Fiber optic,One year,117.03618549441143,589.642393293259,Yes
Male,0,Yes,Yes,69,Fiber optic,Two year,117.92530348095683,8104.871717098418,No
Female,0,Yes,Yes,3,Fiber optic,One year,95.12906544068946,303.28500792832574,Yes
Female,0,No,No,38,Fiber optic,One year,96.95309451828406,3677.8131217898263,Yes
Female,0,No,Yes,1,Fiber optic,Month-to-month,106.23135459118856,134.4374509257688,Yes
Female,0,No,No,8,Fiber optic,One year,92.86324626170867,755.8400845396819,No
Female,1,Yes,Yes,13,Fiber optic,Month-to-month,79.50492339702384,1043.408074787135,Yes
Male,0,No,No,70,DSL,Two year,69.87876674491723,4871.66968412724,No
Female,0,No,No,50,DSL,Month-to-month,69.51143557411993,3477.326600484336,No
Male,0,No,Yes,8,DSL,Month-to-month,49.79924413567118,417.28390797431973,No
Male,0,No,No,30,Fiber optic,Month-to-month,111.64582598905038,3352.2887207583517,Yes
Male,0,Yes,Yes,40,DSL,Two year,64.54596785680643,2547.899043284816,No
Male,1,No,No,33,Fiber optic,Two year,81.81508051576827,2724.5338338105976,No
Female,0,,Yes,52,Fiber optic,Month-to-month,102.60195720843521,5354.1989292090175,Yes
Male,0,Yes,Yes,33,Fiber optic,Month-to-month,81.68047631452804,2657.9390906289436,Yes
Male,0,Yes,Yes,37,DSL,One year,50.60931816320071,1875.6909818085635,No
Female,0,Yes,Yes,70,Fiber optic,Two year,112.40046534015781,7888.414650752124,No
Female,0,No,No,69,Fiber optic,Month-to-month,116.47457846199094,8021.756648194863,No
Female,0,No,No,4,DSL,Month-to-month,50.27530633432845,167.9754424360799,Yes
Male,0,No,No,60,Fiber optic,Month-to-month,116.40255185425929,6957.284715604249,No
Female,0,No,Yes,31,Fiber optic,One year,81.93994232511767,2537.41606184871,No
Female,0,Yes,Yes,14,DSL,Month-to-month,44.69069462170343,648.9351783279371,No
Male,0,Yes,Yes,60,No,Month-to-month,16.45559695178153,960.1533525292796,No
Female,0,No,No,68,No,Month-to-month,21.052831020815834,1404.5986206291832,No
Female,0,No,Yes,26,Fiber optic,One year,89.26232703386177,2313.234796049341,Yes
Female,0,Yes,Yes,24,Fiber optic,Two year,116.37741900546524,2810.249020052107,No
Female,0,No,No,56,Fiber optic,Two year,82.10789998530143,,No
Male,0,Yes,Yes,9,Fiber optic,One year,88.27326724754467,796.6572960980272,Yes
Female,0,Yes,Yes,35,No,Two year,33.3538968685893,1150.5171840388093,No
Female,0,Yes,No,24,DSL,Month-to-month,52.08296351949126,1230.0820979144112,Yes
Male,0,Yes,Yes,31,DSL,One year,67.37472606718322,2122.9207181536676,No
Female,0,No,No,66,DSL,Month-to-month,57.2831127699401,3749.113872142188,No
Male,0,No,No,66,Fiber optic,One year,79.82224763295861,5273.114360918148,No
Female,0,Yes,Yes,41,DSL,Two year,69.36235603876544,2876.7982525036923,No
Male,0,No,No,36,No,Two year,15.675970833917102,560.3771180319717,No
Male,0,No,No,34,Fiber optic,Month-to-month,84.61674125364894,2849.9424976627038,No
Male,0,Yes,No,39,Fiber optic,One year,87.80907695841893,3437.784430872041,Yes
Male,0,Yes,Yes,23,,Two year,58.32873019950544,1344.1597355731164,No
Female,0,No,No,44,DSL,Month-to-month,67.19476927904557,2968.3300100316164,No
Male,0,No,Yes,70,DSL,One year,58.37619976744148,4100.799504566922,No
Female,0,No,No,58,DSL,Month-to-month,63.77296449144865,3711.776163710294,No
Male,0,Yes,Yes,59,Fiber optic,Two year,,5894.949079462601,Yes
Male,0,No,No,26,No,Month-to-month,24.33179124740019,649.5512063067024,Yes
Male,0,Yes,No,22,DSL,Month-to-month,77.35885063018793,1735.6213119384377,Yes
Female,0,Yes,Yes,40,Fiber optic,One year,117.79269154382214,4692.1219524259,No
Male,0,Yes,Yes,11,Fiber optic,Month-to-month,99.0925442047233,1083.3764725736448,Yes
Female,0,Yes,Yes,9,DSL,Month-to-month,42.86763521181727,405.6525728693033,Yes
Female,1,Yes,Yes,12,Fiber optic,One year,94.55637821279679,1132.856206607497,No
Female,1,Yes,No,26,DSL,Two year,,1200.2038903410466,No
Female,1,Yes,No,38,No,Month-to-month,,1037.3750502238313,No
Female,0,No,No,3,Fiber optic,Two year,79.42415772492708,225.9871092883466,Yes
Female,0,Yes,Yes,15,DSL,Two year,68.15420982595538,1075.3219487262502,No
Female,0,Yes,Yes,47,Fiber optic,One year,74.02145600331713,3503.840710694917,No
Female,0,Yes,No,5,DSL,One year,78.13216305583697,,Yes
Female,0,Yes,No,54,Fiber optic,Month-to-month,79.76879447166763,4308.557037831121,No
Male,0,No,No,24,Fiber optic,Month-to-month,103.03281680246226,2480.5506559784794,Yes
Male,0,Yes,Yes,11,Fiber optic,Month-to-month,115.84811753647446,1265.7696934134601,Yes
Male,0,No,No,33,DSL,Month-to-month,49.9154525593625,1626.2579429367559,No
Male,0,Yes,Yes,57,DSL,Month-to-month,77.3718759614852,4387.403086477842,No
Male,1,Yes,Yes,52,Fiber optic,Month-to-month,89.43373328301362,4703.96919369376,Yes
Female,0,No,No,64,No,One year,39.01327043131475,2506.770895235289,No
Female,0,No,No,43,No,One year,39.284096453363134,1656.1488653536524,No
Female,1,Yes,Yes,44,DSL,Two year,47.52319620276959,2115.0577975845395,No
Female,0,No,Yes,36,Fiber optic,Month-to-month,111.55436684655271,4081.5368232395163,Yes
Female,0,Yes,No,12,No,Month-to-month,19.835525320838755,199.63495813360873,No
Female,0,No,Yes,56,DSL,Month-to-month,,2762.2341141507773,No
Female,0,No,Yes,3,Fiber optic,Month-to-month,,194.55216538729843,Yes
Male,1,No,No,50,DSL,One year,46.26147785992712,2341.9616558694715,No
Male,0,No,No,29,DSL,Month-to-month,65.28875872988431,1839.888040126563,Yes
Male,0,Yes,No,16,DSL,Month-to-month,57.970109202071455,929.4932882625014,No
Male,0,No,No,40,Fiber optic,Month-to-month,109.54721185844176,4392.982069679861,No
Female,0,Yes,Yes,27,Fiber optic,Month-to-month,86.5998407413311,2303.5803149852086,Yes
Female,1,Yes,No,70,Fiber optic,Month-to-month,118.43122836505295,8301.287582144798,Yes
Female,0,Yes,Yes,42,DSL,Month-to-month,41.99490163277498,,No
Male,0,Yes,Yes,57,DSL,Month-to-month,,2466.572608889939,No
Female,0,No,Yes,10,Fiber optic,Month-to-month,105.06874494090681,1015.0930484607862,Yes
Female,0,No,No,38,Fiber optic,Month-to-month,114.37694424864299,4369.036300736443,Yes
Female,1,No,No,8,Fiber optic,One year,,875.7008046322183,Yes
Male,0,Yes,No,18,DSL,Month-to-month,59.59268351467655,1105.0092581826489,No
Female,0,Yes,No,17,,Month-to-month,83.482068065251,1452.110858438943,Yes
Male,0,No,No,58,No,Month-to-month,15.336288232617873,883.2142680969988,No
Male,0,Yes,Yes,66,Fiber optic,Month-to-month,95.47257269598879,6300.072685199502,No
Male,0,No,No,44,Fiber optic,Month-to-month,93.78180986546383,4149.118188610752,No
Male,1,No,No,9,No,Month-to-month,23.606147486755997,225.50434500132903,No
Female,0,No,No,48,Fiber optic,Month-to-month,98.90363939862425,4744.442015455482,Yes
Male,1,Yes,No,39,Fiber optic,Month-to-month,106.44073486906366,4130.353905171414,No
Male,0,No,No,6,Fiber optic,Two year,105.04441181141212,639.3995652892781,Yes
Female,0,Yes,Yes,30,DSL,Two year,50.53011367136862,1488.1261021908724,No
Female,0,No,Yes,18,Fiber optic,Month-to-month,99.26518443072966,1802.97938010057,Yes
Male,0,Yes,No,43,Fiber optic,Month-to-month,77.43872392919992,3357.629661587003,No
Female,1,Yes,No,33,DSL,One year,44.864073755534186,1459.8592324159865,No
Male,0,Yes,Yes,53,No,Two year,34.64639590647795,1825.8278227976396,No
Male,0,No,Yes,56,Fiber optic,Two year,104.6872951047768,5846.722997713737,Yes
Male,0,Yes,No,19,Fiber optic,Month-to-month,108.39644503158144,2085.8796271782066,Yes
Male,0,Yes,Yes,69,Fiber optic,Month-to-month,77.62311371021104,5357.362540430341,No
Female,0,Yes,No,26,Fiber optic,One year,115.73092946852299,2999.853290011537,Yes
Male,0,No,Yes,29,Fiber optic,Two year,76.65558066111794,2239.200167966994,No
Female,0,No,No,24,Fiber optic,Month-to-month,113.50184840988643,2712.0256077333006,Yes
Female,0,No,No,6,No,One year,23.809482282648283,137.76264600189552,Yes
Female,0,,No,54,Fiber optic,Month-to-month,75.27170465170697,4036.7982778967503,No
Female,0,Yes,Yes,39,Fiber optic,Month-to-month,84.3384480282763,3310.165653686074,No
Male,0,Yes,Yes,4,No,Month-to-month,19.536200355347077,,No
Female,0,No,No,58,DSL,Month-to-month,59.62678874766857,3494.1772942932503,No
Male,1,Yes,Yes,48,Fiber optic,One year,117.48726740198843,5645.363483687262,No
Female,0,Yes,Yes,60,DSL,One year,53.114846463300736,3182.9728917462394,No
Female,0,Yes,Yes,26,Fiber optic,Two year,100.60494928410569,2615.401229066363,Yes
Male,0,Yes,Yes,40,Fiber optic,Month-to-month,114.58604378699818,4626.190549001238,Yes
Male,0,Yes,No,56,No,Month-to-month,30.7518482424058,1688.4495384559477,No
Male,0,Yes,Yes,39,No,Month-to-month,24.05497852174411,906.3428281107166,No
Female,0,Yes,Yes,39,DSL,Month-to-month,79.63356508703517,3129.693801560277,No
Female,0,Yes,No,48,DSL,One year,47.49654405762135,2256.800331456354,Yes
Male,0,Yes,Yes,25,Fiber optic,Month-to-month,96.1628007447754,2385.590012137693,No
Male,0,Yes,No,34,Fiber optic,Month-to-month,109.83527493683987,,No
Male,0,Yes,No,21,DSL,Month-to-month,40.02595478308897,868.6818494924748,No
Male,1,No,No,25,DSL,Month-to-month,68.08173008569747,1722.2819082456995,No
Female,0,Yes,Yes,22,Fiber optic,One year,83.32494483529693,1829.6192830239675,No
Male,0,No,No,23,DSL,Month-to-month,46.78906890767509,1086.1614806591608,Yes
Male,1,No,Yes,25,No,Two year,21.854861584207285,555.7798035225701,No
Male,0,No,No,26,Fiber optic,One year,118.34082129198922,3051.798222262638,Yes
Male,0,Yes,Yes,30,Fiber optic,Month-to-month,114.59676296198427,3414.540409500479,No
Female,0,Yes,No,38,DSL,Month-to-month,48.5501782585481,1793.9894158991146,No
Male,1,Yes,Yes,34,DSL,One year,44.68107092473778,1556.4213737289595,No
Female,0,No,No,15,,Month-to-month,88.20763022572338,1306.3622379266067,Yes
Male,1,Yes,No,44,No,One year,29.808412002501836,1311.909850648313,No
Male,0,No,Yes,10,DSL,Month-to-month,74.68578514324483,760.3305583272404,Yes
Female,0,No,Yes,37,DSL,Month-to-month,78.6436050016031,2885.5316844617305,No
Male,1,Yes,Yes,7,DSL,Two year,70.04613472692395,469.1330442153704,Yes
Female,0,Yes,Yes,32,Fiber optic,One year,99.95036063508279,3175.3884978457913,No
Female,0,No,Yes,11,Fiber optic,Month-to-month,77.11660130655085,775.8622767289739,No
Male,0,Yes,Yes,48,DSL,Month-to-month,42.96113505493244,2060.5060070460313,No
Female,0,Yes,Yes,68,Fiber optic,Month-to-month,99.80134392646005,6844.920385935065,No
Female,1,No,No,48,Fiber optic,One year,96.95320528834635,4640.517854180299,No
Female,0,Yes,Yes,45,Fiber optic,Month-to-month,112.3044053867051,5041.14512428434,Yes
Female,0,No,No,33,Fiber optic,Month-to-month,86.1302925427552,2833.0543456030214,No
Female,0,No,No,4,Fiber optic,Two year,71.9845428674905,295.7284075154627,Yes
Female,0,No,Yes,47,Fiber optic,Month-to-month,91.18541345455166,4307.750580670795,No
Female,0,Yes,Yes,53,Fiber optic,Month-to-month,118.45911519688696,6257.471001965785,No
Female,0,Yes,Yes,31,No,One year,34.88937262341308,1093.1349175439098,No
Male,0,Yes,No,31,No,Month-to-month,15.844304341056828,489.0297569538072,No
Male,1,Yes,Yes,27,DSL,Month-to-month,74.98715615592701,2032.1251913217986,No
Female,0,Yes,Yes,48,DSL,Month-to-month,58.86757958485269,2836.9261086237448,No
Male,0,Yes,Yes,36,Fiber optic,Two year,88.2384015908978,3152.212387682836,Yes
Female,1,Yes,Yes,49,DSL,Month-to-month,53.86958163211166,2626.4575838182045,No
Female,0,Yes,Yes,31,No,Month-to-month,29.87860632597161,937.7958159196596,No
Male,0,No,No,44,,One year,61.2239767376305,2690.350361077683,No
Female,0,Yes,No,59,No,Month-to-month,31.415681104206577,1873.3311478514154,No
Female,1,Yes,Yes,23,Fiber optic,One year,98.68207325200234,2264.127832060132,No
Female,0,No,Yes,68,Fiber optic,Month-to-month,77.19722874208593,5274.673502484,No
Female,1,No,Yes,42,DSL,One year,50.289440350332725,2063.0916987782575,Yes
Male,0,Yes,Yes,42,No,One year,36.02573930254586,1521.1646665251562,No
Female,0,Yes,No,13,DSL,Two year,66.5303405878252,832.6530069607697,Yes
Female,0,No,No,1,DSL,Month-to-month,57.936025016589646,85.97035379018241,No
Female,0,No,No,53,DSL,Two year,47.304057273354616,2503.3810369241037,No
Male,0,No,No,40,No,Month-to-month,15.192275899432797,599.1784395904573,No
Female,0,No,No,46,Fiber optic,One year,85.59437015943091,3916.685583832883,No
Male,0,Yes,Yes,22,Fiber optic,Month-to-month,72.74234784633343,1616.924026160582,No
Male,0,Yes,Yes,52,Fiber optic,Month-to-month,94.11420665437275,4908.142321929965,No
Female,0,Yes,Yes,28,No,Month-to-month,35.54503631895521,988.2227905881765,No
Female,0,No,Yes,53,Fiber optic,Month-to-month,84.26993306911487,4482.942307090776,No
Male,0,No,No,63,Fiber optic,Month-to-month,112.38770807775248,7085.941168471072,No
Female,0,No,No,17,Fiber optic,One year,105.22821980432947,1791.0287575018333,Yes
Male,0,Yes,No,64,Fiber optic,Month-to-month,76.26311646774327,4900.411391814864,No
Male,0,Yes,Yes,6,DSL,One year,65.78247565078334,439.97855362312214,Yes
Female,0,Yes,Yes,14,DSL,Month-to-month,46.067192292221726,651.9880449659238,Yes
Female,0,No,Yes,17,DSL,Month-to-month,66.19163681099676,1132.3436978847485,No
Male,1,No,Yes,38,DSL,Month-to-month,45.708579389124246,1759.8912983304806,No
Male,0,Yes,No,69,Fiber optic,Month-to-month,89.6255683007783,6160.352538388517,No
Male,0,Yes,No,13,Fiber optic,Month-to-month,98.32971351190969,1273.709348025434,No
Male,0,Yes,Yes,53,No,Two year,16.259354285598544,852.0936511191077,No
Female,0,Yes,No,9,DSL,Month-to-month,46.13233379418109,422.70092019542767,Yes
Female,0,No,No,44,Fiber optic,One year,86.02044125261233,3790.3229186631916,Yes
Female,0,Yes,Yes,26,Fiber optic,Month-to-month,93.11600428859307,,No
Female,0,No,Yes,19,DSL,Two year,74.33949175685737,1449.9300227233,No
Female,0,No,Yes,48,Fiber optic,Month-to-month,79.36365441769911,3771.5850714320272,No
